lead_time,avg_price_per_room,no_of_special_requests,booking_status
9,66,0,Not_Canceled
24,137.83,1,Not_Canceled
16,125,2,Not_Canceled
200,115.6,0,Canceled
163,72.25,1,Not_Canceled
15,79,0,Canceled
117,104.4,2,Not_Canceled
242,72.25,1,Not_Canceled
41,123.5,0,Not_Canceled
250,95,0,Canceled
163,159.3,0,Canceled
18,95,0,Not_Canceled
88,96,0,Not_Canceled
57,140.13,1,Not_Canceled
0,85,0,Not_Canceled
150,129.6,2,Canceled
1,120,0,Not_Canceled
3,145,1,Not_Canceled
62,139.05,0,Canceled
144,133.69,0,Canceled
1,86,0,Not_Canceled
92,70,0,Not_Canceled
0,0,1,Not_Canceled
41,88.4,2,Not_Canceled
44,95,0,Not_Canceled
271,101.33,1,Canceled
136,221.3,1,Canceled
149,114.3,1,Canceled
0,85,0,Not_Canceled
31,70,0,Canceled
58,94.5,1,Not_Canceled
18,94.96,1,Not_Canceled
66,93.6,2,Not_Canceled
2,176,1,Not_Canceled
103,94.5,0,Canceled
126,77.03,1,Not_Canceled
36,243.9,2,Not_Canceled
32,88,1,Not_Canceled
5,231,0,Canceled
135,116.1,0,Canceled
14,58,0,Not_Canceled
21,88.4,0,Not_Canceled
43,108,2,Not_Canceled
29,88,1,Canceled
104,77.03,1,Not_Canceled
65,97.33,2,Not_Canceled
27,110,1,Not_Canceled
124,146.03,3,Not_Canceled
265,115,1,Canceled
79,52.85,2,Not_Canceled
0,79,1,Not_Canceled
44,83.39,1,Not_Canceled
130,139.5,2,Canceled
12,72,0,Not_Canceled
14,138,1,Not_Canceled
43,149.4,1,Not_Canceled
35,199,2,Not_Canceled
219,90.95,2,Not_Canceled
0,124,1,Not_Canceled
24,70,0,Not_Canceled
30,137.52,0,Not_Canceled
28,73.88,0,Not_Canceled
25,65,1,Not_Canceled
359,70,0,Not_Canceled
34,224.67,0,Canceled
130,159.3,0,Canceled
58,116.1,1,Not_Canceled
77,99.9,1,Not_Canceled
112,95.63,1,Not_Canceled
62,81.9,1,Not_Canceled
19,187,0,Not_Canceled
1,105,3,Not_Canceled
66,110.84,0,Canceled
24,135,0,Not_Canceled
40,68,0,Not_Canceled
45,83.3,1,Not_Canceled
1,72,1,Not_Canceled
141,118.8,1,Canceled
35,76.5,0,Not_Canceled
7,144.86,1,Not_Canceled
11,67,2,Not_Canceled
335,90,2,Not_Canceled
81,97.75,1,Canceled
6,75,0,Not_Canceled
1,89.5,1,Not_Canceled
34,138.6,1,Not_Canceled
95,73.95,1,Not_Canceled
54,75,0,Not_Canceled
69,161.9,1,Not_Canceled
242,58.36,1,Canceled
191,99.95,1,Not_Canceled
62,137.7,2,Not_Canceled
75,126.9,1,Not_Canceled
74,101.5,0,Not_Canceled
320,94.95,1,Not_Canceled
36,88,1,Not_Canceled
205,90.95,0,Canceled
17,91,1,Canceled
133,118.15,0,Canceled
194,96.3,0,Canceled
103,113.05,1,Not_Canceled
62,63.3,0,Not_Canceled
101,132.6,1,Not_Canceled
194,81.82,1,Not_Canceled
180,97.54,1,Not_Canceled
0,115.8,0,Not_Canceled
56,87.32,1,Not_Canceled
121,85,0,Not_Canceled
0,117.04,0,Not_Canceled
104,119.7,0,Not_Canceled
145,153,0,Canceled
116,76,0,Not_Canceled
166,110,0,Canceled
84,135.31,1,Canceled
103,115,0,Canceled
141,90,0,Not_Canceled
12,65,0,Not_Canceled
74,135.9,0,Not_Canceled
46,125.1,2,Not_Canceled
27,80.75,1,Not_Canceled
124,143.1,0,Canceled
273,95,0,Canceled
245,75,0,Canceled
110,120,0,Not_Canceled
160,70.67,0,Not_Canceled
64,149.4,2,Not_Canceled
213,118.15,1,Canceled
100,108,0,Canceled
101,163.2,1,Not_Canceled
48,149.4,1,Not_Canceled
103,115,0,Canceled
280,110,0,Canceled
36,97.2,0,Canceled
200,96.9,1,Canceled
3,90,0,Not_Canceled
68,96.6,2,Not_Canceled
3,112.5,1,Not_Canceled
0,109,0,Not_Canceled
115,60,0,Canceled
9,129.33,0,Not_Canceled
46,60,1,Not_Canceled
11,114,1,Not_Canceled
142,130.05,0,Canceled
18,81.35,0,Not_Canceled
302,100,0,Canceled
124,130.05,2,Not_Canceled
4,79,0,Not_Canceled
160,131.4,1,Canceled
94,90.95,1,Not_Canceled
37,85.5,0,Not_Canceled
2,123,1,Not_Canceled
78,82.45,1,Not_Canceled
91,105.4,1,Not_Canceled
280,107,1,Canceled
54,66.5,0,Not_Canceled
59,85,0,Not_Canceled
157,114.3,0,Canceled
213,123.25,0,Canceled
3,80,0,Not_Canceled
68,65.29,1,Not_Canceled
17,67,0,Canceled
35,125.1,1,Not_Canceled
0,139.5,1,Not_Canceled
2,97,1,Not_Canceled
128,140.7,0,Canceled
17,126,0,Not_Canceled
178,127.5,2,Canceled
87,79.5,1,Not_Canceled
22,139,0,Not_Canceled
20,129.5,4,Not_Canceled
112,87.3,1,Not_Canceled
105,116.8,2,Not_Canceled
32,65,1,Not_Canceled
78,96.3,0,Not_Canceled
0,95,0,Not_Canceled
0,89,0,Not_Canceled
153,99.45,1,Not_Canceled
4,91.5,2,Not_Canceled
181,120,0,Canceled
151,86.5,0,Not_Canceled
63,140.4,0,Canceled
97,84.43,0,Canceled
20,67.5,0,Not_Canceled
256,96.25,1,Not_Canceled
47,99.9,0,Canceled
32,58,0,Not_Canceled
55,79,0,Not_Canceled
59,168.3,0,Canceled
25,129,2,Not_Canceled
292,115,0,Canceled
39,88,1,Not_Canceled
279,110,0,Canceled
5,108,1,Not_Canceled
71,168.3,2,Not_Canceled
1,60,0,Canceled
93,72.25,1,Not_Canceled
273,95,0,Canceled
292,90,0,Not_Canceled
285,100,0,Canceled
39,109,0,Not_Canceled
21,124,1,Not_Canceled
76,132.6,2,Not_Canceled
116,89.25,0,Canceled
15,164,0,Not_Canceled
161,130,0,Canceled
1,128,2,Not_Canceled
224,65,0,Not_Canceled
111,120,0,Canceled
247,109,0,Canceled
5,100.87,1,Not_Canceled
25,81.86,1,Canceled
239,112.2,0,Canceled
6,113.72,1,Not_Canceled
38,85,0,Not_Canceled
182,94.5,1,Canceled
1,65,0,Not_Canceled
29,217.1,2,Not_Canceled
46,117.9,1,Not_Canceled
4,65,0,Not_Canceled
11,90,2,Not_Canceled
33,121.5,0,Canceled
42,72,0,Not_Canceled
301,115,1,Canceled
221,77.5,0,Not_Canceled
14,76.5,0,Not_Canceled
7,82,0,Not_Canceled
174,111,0,Canceled
105,75,0,Canceled
21,146.5,2,Not_Canceled
98,126.9,0,Not_Canceled
185,79.2,0,Canceled
3,154,1,Not_Canceled
106,91.6,2,Not_Canceled
98,99,2,Canceled
23,129.2,0,Canceled
87,80.75,1,Not_Canceled
55,104,0,Not_Canceled
7,78.3,0,Not_Canceled
60,89.46,0,Canceled
211,100,0,Canceled
132,162,0,Canceled
58,124.04,1,Not_Canceled
70,94.5,0,Canceled
95,137.4,3,Not_Canceled
95,90.95,0,Not_Canceled
1,89,0,Canceled
62,106.2,0,Canceled
1,168.5,0,Not_Canceled
13,95,1,Not_Canceled
35,96.3,0,Not_Canceled
322,100.8,0,Canceled
46,93.6,3,Not_Canceled
37,146.33,1,Canceled
1,160,2,Not_Canceled
21,79,0,Not_Canceled
181,250,0,Canceled
100,92.65,2,Not_Canceled
98,124.2,1,Not_Canceled
30,121,0,Not_Canceled
3,123,0,Not_Canceled
167,72.25,1,Not_Canceled
34,151.2,1,Not_Canceled
146,95,0,Canceled
22,87,0,Not_Canceled
37,95,0,Not_Canceled
28,116.56,2,Not_Canceled
22,109,0,Not_Canceled
103,125,0,Not_Canceled
12,85,0,Not_Canceled
305,89,0,Canceled
75,88.83,0,Not_Canceled
103,94.5,0,Canceled
159,122,0,Canceled
15,75,0,Not_Canceled
322,80,0,Canceled
40,125.55,0,Canceled
98,93.6,2,Not_Canceled
194,86.62,0,Canceled
30,139.5,2,Not_Canceled
93,61,0,Not_Canceled
3,0,3,Not_Canceled
34,129,1,Canceled
9,98.64,0,Not_Canceled
170,108.9,2,Canceled
303,78,0,Canceled
55,73.8,2,Not_Canceled
3,87.7,0,Not_Canceled
137,105.3,1,Not_Canceled
38,117.9,0,Canceled
7,201,1,Canceled
55,104,0,Not_Canceled
150,91.48,1,Not_Canceled
144,112.8,1,Not_Canceled
40,183.9,2,Not_Canceled
213,102.85,1,Canceled
224,65,0,Not_Canceled
30,121,0,Not_Canceled
86,65,1,Not_Canceled
36,104.49,1,Not_Canceled
120,146.53,0,Not_Canceled
5,189.43,2,Not_Canceled
193,65,0,Canceled
25,133,1,Canceled
18,83.04,1,Not_Canceled
113,100,0,Canceled
95,96.3,0,Canceled
285,100,0,Canceled
118,63.75,0,Canceled
88,0,1,Not_Canceled
19,104,2,Not_Canceled
2,156,0,Not_Canceled
7,65,0,Not_Canceled
13,126,2,Not_Canceled
156,91.96,2,Not_Canceled
41,69.29,0,Not_Canceled
2,67.7,0,Not_Canceled
55,60,0,Not_Canceled
19,167,0,Canceled
16,117.5,2,Not_Canceled
127,101.55,1,Canceled
201,82.28,3,Not_Canceled
23,62,0,Not_Canceled
37,95,0,Not_Canceled
96,123.5,0,Canceled
201,106.2,1,Canceled
120,80.75,3,Not_Canceled
6,196,0,Canceled
16,76,0,Not_Canceled
17,89.89,2,Not_Canceled
280,110,0,Canceled
11,140,2,Not_Canceled
292,115,0,Canceled
3,132.33,1,Not_Canceled
90,135.9,0,Canceled
259,95.85,2,Canceled
5,65,0,Not_Canceled
9,58,0,Not_Canceled
72,110.8,1,Not_Canceled
239,128.7,1,Canceled
33,85.5,2,Not_Canceled
53,123.3,2,Not_Canceled
39,87,0,Not_Canceled
78,120.49,0,Not_Canceled
105,110,0,Canceled
77,74.61,1,Not_Canceled
10,99.2,1,Not_Canceled
164,100,0,Not_Canceled
9,75,0,Not_Canceled
0,82.66,0,Not_Canceled
8,95,0,Not_Canceled
124,94.5,0,Canceled
9,54.9,0,Not_Canceled
127,79.2,1,Not_Canceled
93,177.3,2,Canceled
33,98.1,0,Canceled
80,101.77,3,Not_Canceled
292,115,0,Canceled
17,109,0,Not_Canceled
6,123.2,0,Not_Canceled
121,99.45,0,Canceled
5,191,0,Not_Canceled
50,93.6,2,Not_Canceled
29,72.1,0,Not_Canceled
84,87.3,1,Not_Canceled
89,72.25,2,Not_Canceled
11,89,1,Not_Canceled
115,104.55,1,Canceled
63,121.05,0,Canceled
4,64,0,Not_Canceled
4,149,1,Not_Canceled
220,128,0,Canceled
205,90,0,Canceled
23,156.5,0,Canceled
205,90,0,Canceled
1,129,2,Not_Canceled
38,125.1,0,Canceled
8,119,1,Not_Canceled
66,104.85,1,Not_Canceled
0,89,1,Not_Canceled
0,82.33,0,Not_Canceled
152,113.9,0,Canceled
18,77.88,0,Canceled
39,109,0,Not_Canceled
9,97.02,1,Not_Canceled
4,72.75,1,Not_Canceled
304,70,1,Not_Canceled
92,90,0,Not_Canceled
28,137.2,1,Not_Canceled
168,85,0,Canceled
14,156,1,Not_Canceled
110,118.8,2,Canceled
3,87.01,1,Not_Canceled
301,90,0,Not_Canceled
40,6,1,Not_Canceled
56,137.44,0,Not_Canceled
139,99.45,2,Not_Canceled
6,104.25,1,Not_Canceled
64,93.6,1,Not_Canceled
73,76.5,0,Canceled
11,124,2,Not_Canceled
56,82,0,Not_Canceled
130,89.25,1,Not_Canceled
188,94.14,1,Not_Canceled
308,52,0,Canceled
72,108,0,Not_Canceled
2,59.75,1,Not_Canceled
12,66,1,Not_Canceled
93,115,0,Canceled
17,102.33,0,Canceled
66,108.11,0,Canceled
20,77.77,1,Not_Canceled
228,76.85,1,Not_Canceled
2,116,0,Not_Canceled
76,116.7,0,Canceled
9,105,0,Not_Canceled
160,106.75,0,Canceled
0,0,0,Not_Canceled
70,173.35,0,Not_Canceled
129,80.75,1,Not_Canceled
18,89,0,Not_Canceled
99,81,0,Not_Canceled
9,68.4,0,Not_Canceled
140,82.45,0,Not_Canceled
59,101.1,0,Canceled
1,128,1,Not_Canceled
32,73,0,Not_Canceled
153,83.83,1,Not_Canceled
76,80.3,0,Not_Canceled
37,105.4,1,Not_Canceled
33,61.6,1,Not_Canceled
1,0,1,Not_Canceled
150,80.1,0,Canceled
88,85,1,Not_Canceled
230,137,1,Canceled
175,78.88,0,Not_Canceled
29,161.67,0,Not_Canceled
28,117.74,0,Canceled
136,130.5,0,Not_Canceled
9,76,1,Not_Canceled
111,120,0,Canceled
9,140,1,Not_Canceled
52,140.4,1,Not_Canceled
4,99,1,Not_Canceled
38,159.6,0,Not_Canceled
86,65,1,Not_Canceled
308,52,0,Canceled
228,0,0,Canceled
5,109,1,Not_Canceled
19,231,1,Canceled
69,120,0,Canceled
188,102.5,1,Canceled
150,90,1,Not_Canceled
111,93.75,1,Not_Canceled
8,92.4,3,Not_Canceled
35,166.58,2,Not_Canceled
38,94.5,1,Not_Canceled
27,111,1,Not_Canceled
75,105,0,Canceled
151,120.7,1,Canceled
1,95,1,Not_Canceled
10,140,3,Not_Canceled
206,58.14,0,Canceled
1,91.2,0,Not_Canceled
28,75,2,Not_Canceled
48,85.5,1,Not_Canceled
177,100,0,Canceled
210,167.95,0,Canceled
44,106.2,1,Not_Canceled
136,123.25,0,Not_Canceled
15,124,0,Not_Canceled
129,62,0,Not_Canceled
36,94.5,1,Not_Canceled
301,115,1,Canceled
12,95,0,Not_Canceled
0,123,0,Not_Canceled
43,94.8,1,Not_Canceled
43,96.3,3,Not_Canceled
145,94.5,0,Not_Canceled
2,55,0,Not_Canceled
58,81.08,0,Not_Canceled
317,120,0,Canceled
296,117,1,Canceled
44,75,0,Not_Canceled
273,109,0,Canceled
148,118.8,3,Not_Canceled
59,81,0,Not_Canceled
80,86.4,2,Not_Canceled
1,139,1,Canceled
64,101.52,0,Not_Canceled
1,0,0,Not_Canceled
51,96.9,1,Not_Canceled
7,88,0,Not_Canceled
73,63.75,0,Not_Canceled
65,100,0,Not_Canceled
157,217.6,0,Canceled
13,87.78,1,Not_Canceled
16,130.33,0,Canceled
9,130.17,2,Not_Canceled
180,120,0,Canceled
8,79.4,1,Not_Canceled
5,65,0,Not_Canceled
39,129.7,0,Not_Canceled
182,117.9,2,Canceled
44,107.1,0,Canceled
28,41.43,0,Not_Canceled
271,62.64,0,Not_Canceled
16,132.33,0,Canceled
377,115,1,Canceled
131,108,0,Canceled
44,112,1,Not_Canceled
275,90,0,Canceled
304,74.15,0,Canceled
53,75,0,Not_Canceled
13,126,2,Not_Canceled
12,127,1,Not_Canceled
0,221,1,Not_Canceled
115,76.5,1,Not_Canceled
224,97.75,0,Canceled
4,242,1,Canceled
164,100,0,Not_Canceled
8,95,0,Not_Canceled
177,77.03,0,Canceled
0,0,1,Not_Canceled
275,90,0,Canceled
181,90.9,2,Canceled
304,89,0,Canceled
153,93.2,1,Not_Canceled
1,77,2,Not_Canceled
191,71.1,0,Canceled
44,152.1,0,Canceled
68,65,0,Not_Canceled
28,100,0,Not_Canceled
36,88.4,1,Not_Canceled
286,90,0,Canceled
246,80.75,0,Not_Canceled
127,90,0,Not_Canceled
23,139,1,Not_Canceled
144,80.1,0,Canceled
12,95,0,Not_Canceled
7,89.8,0,Not_Canceled
189,97.75,1,Not_Canceled
1,75,1,Not_Canceled
75,106.08,0,Not_Canceled
0,65,0,Not_Canceled
64,69.5,1,Not_Canceled
90,60,0,Not_Canceled
93,105.4,0,Not_Canceled
3,120,0,Not_Canceled
104,114,1,Canceled
89,119.85,0,Not_Canceled
0,106.28,0,Not_Canceled
100,143.7,0,Canceled
49,71,0,Not_Canceled
9,91,1,Not_Canceled
199,128.92,0,Canceled
71,120,0,Not_Canceled
35,138,3,Not_Canceled
149,129,0,Canceled
14,132,0,Canceled
8,99,1,Not_Canceled
98,102.56,2,Not_Canceled
91,118.8,1,Not_Canceled
5,146,0,Canceled
162,130.05,1,Canceled
181,120,0,Canceled
50,242.9,0,Canceled
161,130,0,Canceled
82,116.1,1,Not_Canceled
252,53.47,1,Not_Canceled
315,160,0,Canceled
180,120,1,Canceled
8,146,0,Canceled
8,116.5,0,Canceled
34,71.52,0,Not_Canceled
0,98,0,Not_Canceled
41,70.33,0,Not_Canceled
89,104,2,Not_Canceled
336,78,0,Not_Canceled
138,148.5,1,Not_Canceled
167,130.05,0,Canceled
34,48.67,0,Not_Canceled
180,70,0,Canceled
157,113.1,0,Canceled
89,72.25,2,Not_Canceled
8,86,0,Not_Canceled
129,72.75,0,Not_Canceled
74,137.7,3,Not_Canceled
122,107,1,Not_Canceled
8,65,0,Not_Canceled
71,120,0,Not_Canceled
57,86.4,1,Canceled
3,89,0,Not_Canceled
2,115,1,Not_Canceled
56,120,0,Not_Canceled
64,83.61,2,Not_Canceled
16,138,1,Not_Canceled
39,87,0,Not_Canceled
51,103.7,2,Not_Canceled
75,108.45,0,Not_Canceled
197,108.45,1,Canceled
10,157,1,Not_Canceled
119,110,0,Not_Canceled
69,137.7,0,Canceled
142,85.5,0,Canceled
11,126.69,1,Not_Canceled
7,144,0,Not_Canceled
1,0,0,Not_Canceled
160,137.7,0,Canceled
145,65,0,Not_Canceled
72,126.9,1,Not_Canceled
117,94.5,0,Canceled
225,72.9,1,Canceled
15,65.6,1,Canceled
34,129.6,1,Not_Canceled
346,115,1,Canceled
204,59.07,0,Canceled
163,90.95,0,Not_Canceled
185,60,0,Not_Canceled
188,130,0,Canceled
48,158.4,2,Not_Canceled
0,95,0,Not_Canceled
301,115,1,Canceled
94,55.96,0,Canceled
28,89,1,Not_Canceled
3,93,1,Not_Canceled
5,139.13,1,Not_Canceled
103,138.5,0,Not_Canceled
0,75,0,Not_Canceled
7,97,1,Not_Canceled
8,90,1,Not_Canceled
9,68,0,Not_Canceled
172,72.25,0,Not_Canceled
78,60,2,Not_Canceled
92,63.75,0,Canceled
219,76.67,0,Not_Canceled
7,86.78,1,Not_Canceled
140,70,0,Not_Canceled
99,65,0,Canceled
83,93.6,1,Canceled
50,71.33,0,Not_Canceled
63,103.95,1,Not_Canceled
75,118.6,2,Not_Canceled
61,94.5,0,Canceled
146,127.8,2,Not_Canceled
26,85,0,Not_Canceled
1,141,2,Not_Canceled
346,115,1,Canceled
64,149.4,0,Canceled
64,149,2,Not_Canceled
116,105.3,1,Not_Canceled
25,65,0,Not_Canceled
262,104.55,0,Not_Canceled
14,79,0,Not_Canceled
5,84,0,Not_Canceled
94,85,0,Canceled
118,110,0,Not_Canceled
115,60,0,Canceled
27,70,0,Canceled
172,180.9,0,Canceled
386,115,1,Canceled
9,69,0,Not_Canceled
276,95.67,0,Not_Canceled
50,189.9,0,Canceled
89,75,1,Not_Canceled
27,110,1,Not_Canceled
38,143.1,2,Not_Canceled
172,80.75,1,Not_Canceled
188,130,0,Canceled
45,76.77,0,Not_Canceled
42,162.5,2,Not_Canceled
38,140.4,1,Not_Canceled
32,136,1,Not_Canceled
302,65.6,1,Not_Canceled
46,106.2,2,Not_Canceled
20,85,0,Not_Canceled
309,65,0,Not_Canceled
69,117.18,1,Not_Canceled
7,89,0,Not_Canceled
111,80.24,0,Not_Canceled
73,62.5,0,Not_Canceled
245,75,0,Canceled
270,68,0,Not_Canceled
1,6,0,Not_Canceled
0,75,0,Not_Canceled
315,52,0,Not_Canceled
24,108,1,Not_Canceled
99,65,0,Canceled
37,69.5,1,Not_Canceled
41,110,0,Not_Canceled
123,126.3,1,Not_Canceled
13,87,1,Not_Canceled
30,146.4,1,Not_Canceled
55,86.4,2,Not_Canceled
56,99.71,2,Not_Canceled
104,82.45,1,Not_Canceled
110,120.3,1,Not_Canceled
55,104,0,Not_Canceled
181,250,0,Canceled
39,109,0,Not_Canceled
268,78,0,Canceled
4,75,0,Canceled
33,0,1,Not_Canceled
322,80,0,Canceled
20,74.8,1,Not_Canceled
153,72.25,1,Not_Canceled
34,111.6,0,Not_Canceled
33,140.4,0,Not_Canceled
57,177.3,2,Not_Canceled
192,94.5,0,Canceled
211,90.95,0,Canceled
139,151.2,0,Canceled
85,99.3,0,Canceled
61,78.2,0,Not_Canceled
13,146,1,Not_Canceled
146,75,0,Not_Canceled
32,130,1,Not_Canceled
15,278,2,Not_Canceled
251,73.35,1,Not_Canceled
172,123.25,0,Canceled
106,46.67,1,Not_Canceled
53,81,1,Not_Canceled
36,67.5,1,Not_Canceled
71,88.4,1,Canceled
11,114,1,Not_Canceled
37,116.1,0,Canceled
3,67,0,Not_Canceled
4,72.8,0,Not_Canceled
9,235.63,2,Not_Canceled
275,62.8,0,Canceled
84,66.76,0,Canceled
70,68,2,Not_Canceled
2,101,2,Not_Canceled
76,100.6,1,Not_Canceled
44,134.1,0,Canceled
84,89.25,2,Not_Canceled
89,118.8,1,Canceled
84,132.3,1,Not_Canceled
156,94.91,1,Not_Canceled
111,120,0,Canceled
23,89,2,Not_Canceled
109,174.6,1,Canceled
52,60,1,Not_Canceled
39,107.1,1,Not_Canceled
66,75,0,Canceled
3,145,0,Canceled
42,74,0,Not_Canceled
192,95,0,Not_Canceled
174,119.85,1,Canceled
377,115,1,Canceled
11,141,1,Canceled
8,89.2,0,Not_Canceled
28,100,0,Canceled
0,158,0,Not_Canceled
122,85,0,Canceled
15,85,0,Canceled
51,108,2,Not_Canceled
9,182,0,Not_Canceled
177,90.9,0,Not_Canceled
57,76.76,0,Canceled
118,105.4,0,Not_Canceled
3,82,0,Not_Canceled
48,168.3,0,Not_Canceled
102,80,0,Canceled
85,90,0,Not_Canceled
51,117.9,1,Not_Canceled
31,75,0,Not_Canceled
8,65,0,Not_Canceled
280,78.3,2,Canceled
7,65,0,Not_Canceled
44,207.9,1,Not_Canceled
22,95,0,Not_Canceled
24,150,2,Not_Canceled
55,104,0,Not_Canceled
33,157.14,1,Not_Canceled
134,94.5,0,Canceled
0,95,0,Not_Canceled
69,135.9,1,Canceled
7,86.12,2,Not_Canceled
0,142,0,Not_Canceled
53,78.35,1,Not_Canceled
1,75,0,Not_Canceled
115,106.92,0,Canceled
145,72.25,0,Canceled
164,100.3,1,Canceled
192,95,0,Not_Canceled
0,111,1,Not_Canceled
200,187.5,1,Canceled
247,90,0,Not_Canceled
35,140.4,0,Canceled
188,105.3,1,Canceled
13,85,1,Not_Canceled
99,137.7,2,Not_Canceled
192,95,0,Not_Canceled
349,80,0,Canceled
207,85.5,1,Not_Canceled
109,108,0,Canceled
37,116.1,0,Not_Canceled
265,90,0,Not_Canceled
49,79.63,1,Not_Canceled
59,104.65,0,Not_Canceled
23,117,2,Not_Canceled
86,100,0,Not_Canceled
63,161.1,1,Not_Canceled
238,112.5,0,Canceled
12,104,0,Not_Canceled
267,73.37,1,Not_Canceled
2,0,1,Not_Canceled
27,80.75,1,Not_Canceled
164,100,0,Not_Canceled
56,126.9,0,Canceled
18,98.6,0,Canceled
51,151.2,1,Not_Canceled
7,133,0,Canceled
386,115,1,Canceled
24,104,1,Not_Canceled
3,96,1,Not_Canceled
91,116.1,0,Canceled
130,139.5,2,Not_Canceled
0,135,1,Not_Canceled
27,120,0,Not_Canceled
161,91.38,0,Canceled
322,52,0,Not_Canceled
9,89,0,Canceled
0,90,1,Not_Canceled
16,142,0,Canceled
132,90.9,1,Not_Canceled
237,86.5,1,Canceled
27,139,0,Not_Canceled
2,78.5,1,Not_Canceled
81,72.25,0,Not_Canceled
229,85.5,0,Canceled
56,120,0,Not_Canceled
118,110,0,Not_Canceled
103,126.72,0,Canceled
35,117,1,Not_Canceled
15,75.5,1,Not_Canceled
22,95,0,Not_Canceled
193,120,0,Canceled
142,114.3,0,Not_Canceled
2,121,2,Not_Canceled
273,109,0,Canceled
85,82.45,1,Not_Canceled
284,81.82,0,Canceled
184,89.25,0,Canceled
96,80.7,0,Canceled
71,96.9,1,Not_Canceled
68,89.53,0,Canceled
31,84.9,0,Canceled
150,125.8,0,Canceled
5,121,1,Not_Canceled
247,115,0,Canceled
29,85,0,Not_Canceled
346,115,1,Canceled
1,79,0,Not_Canceled
36,68.5,0,Canceled
349,72.9,0,Canceled
96,188.16,2,Not_Canceled
141,118.06,0,Canceled
13,149,0,Canceled
94,76.5,0,Canceled
135,99.45,0,Canceled
80,93.6,1,Canceled
146,135,2,Canceled
0,89,0,Not_Canceled
80,98.41,0,Canceled
54,198.9,2,Not_Canceled
143,100,0,Not_Canceled
44,85.5,1,Not_Canceled
1,109.25,1,Not_Canceled
192,89.25,0,Canceled
54,135.9,1,Not_Canceled
3,170,0,Canceled
193,120,0,Canceled
33,107.58,2,Canceled
39,109,0,Not_Canceled
165,142.2,2,Canceled
202,94.33,0,Canceled
94,137.4,0,Canceled
147,78.1,0,Not_Canceled
37,135.9,1,Not_Canceled
81,135.15,1,Not_Canceled
206,119.85,1,Canceled
4,70,0,Not_Canceled
317,120,0,Canceled
36,112.59,1,Not_Canceled
43,127.1,3,Not_Canceled
17,105,2,Not_Canceled
265,115,1,Canceled
0,76.47,1,Not_Canceled
36,85.05,0,Not_Canceled
0,108.57,0,Not_Canceled
50,86.4,1,Not_Canceled
292,115,0,Canceled
8,94,1,Not_Canceled
43,99,2,Not_Canceled
105,152.55,0,Canceled
2,63.75,0,Not_Canceled
309,65,0,Not_Canceled
43,74.8,0,Canceled
184,90.9,2,Not_Canceled
14,75,0,Not_Canceled
46,105.5,1,Not_Canceled
55,62.67,0,Not_Canceled
122,119.85,3,Not_Canceled
120,85.5,1,Not_Canceled
8,160,1,Not_Canceled
29,163.58,1,Not_Canceled
65,78.3,1,Not_Canceled
10,117.67,1,Not_Canceled
37,141.3,2,Not_Canceled
4,85.98,0,Not_Canceled
130,159.3,0,Canceled
250,95,0,Canceled
19,66,0,Not_Canceled
152,119,2,Canceled
60,71.4,0,Not_Canceled
73,38.67,0,Not_Canceled
124,72.25,1,Canceled
131,72.25,0,Not_Canceled
207,161.67,0,Not_Canceled
184,139.5,1,Canceled
56,185,0,Not_Canceled
315,52,0,Not_Canceled
41,60,0,Not_Canceled
1,114,0,Not_Canceled
172,100.3,1,Canceled
2,88,0,Not_Canceled
17,65.2,0,Not_Canceled
36,126.9,1,Canceled
12,130,2,Not_Canceled
14,62.5,0,Not_Canceled
0,138,2,Not_Canceled
3,89.5,1,Not_Canceled
5,81.07,2,Not_Canceled
136,118.8,0,Canceled
59,79.2,1,Not_Canceled
66,80.3,1,Not_Canceled
285,100,0,Canceled
36,216.9,2,Not_Canceled
151,80,0,Not_Canceled
233,138.13,1,Canceled
8,97,3,Not_Canceled
113,100,0,Canceled
1,109,0,Not_Canceled
279,110,0,Canceled
160,114.5,0,Canceled
73,75,1,Not_Canceled
133,121.5,1,Not_Canceled
79,146.96,2,Not_Canceled
102,109,0,Not_Canceled
36,150.3,0,Canceled
17,95,0,Not_Canceled
13,127,2,Not_Canceled
69,79.05,0,Canceled
9,85,1,Not_Canceled
56,82,0,Not_Canceled
153,72.25,1,Not_Canceled
7,65,0,Not_Canceled
117,97.75,1,Not_Canceled
39,175.08,1,Not_Canceled
100,119.85,0,Canceled
2,65,0,Canceled
10,135.5,1,Not_Canceled
134,114.96,1,Not_Canceled
14,126,2,Not_Canceled
160,130.05,0,Canceled
12,99,1,Canceled
290,72,0,Canceled
31,107.1,0,Canceled
103,132.3,1,Canceled
64,149.4,0,Canceled
54,113.4,1,Not_Canceled
1,107,0,Not_Canceled
99,269.3,2,Canceled
148,67,0,Not_Canceled
18,118.67,0,Not_Canceled
3,90,0,Not_Canceled
26,74.8,0,Canceled
130,109.8,1,Not_Canceled
206,109.66,1,Canceled
27,89,0,Not_Canceled
86,87.5,0,Not_Canceled
24,119,1,Not_Canceled
26,151,1,Canceled
87,80.75,0,Not_Canceled
9,249,1,Not_Canceled
74,134.31,1,Not_Canceled
273,109,0,Canceled
301,115,1,Canceled
57,90.67,1,Not_Canceled
62,65.66,0,Canceled
40,165.6,2,Not_Canceled
152,184.34,2,Canceled
